dateutc,winddir,windspeedmph,windgustmph,maxdailygust,tempf,hourlyrainin,eventrainin,dailyrainin,weeklyrainin,monthlyrainin,totalrainin,baromrelin,baromabsin,humidity,tempinf,humidityin,uv,solarradiation,feelsLike,dewPoint,feelsLikein,dewPointin,loc,date
1636022400000,119,0,0,0,66.7,0,0,0,0,0,2.79,29.89,29.05,43,66.2,42,0,0,66.7,43.49,66.2,42.4,ambient-prod-44,2021-11-04T10:40:00.000Z
1636022100000,118,0,0,0,66.9,0,0,0,0,0,2.79,29.89,29.04,43,66.2,42,0,0,66.9,43.67,66.2,42.4,ambient-prod-44,2021-11-04T10:35:00.000Z
1636021800000,119,0,0,0,66.9,0,0,0,0,0,2.79,29.88,29.04,43,66.2,41,0,0,66.9,43.67,66.2,41.8,ambient-prod-44,2021-11-04T10:30:00.000Z
1636021500000,119,0,0,0,66.9,0,0,0,0,0,2.79,29.88,29.04,43,66.4,41,0,0,66.9,43.67,66.4,42,ambient-prod-44,2021-11-04T10:25:00.000Z
1636021200000,118,0,0,0,66.9,0,0,0,0,0,2.79,29.88,29.03,43,66.4,41,0,0,66.9,43.67,66.4,42,ambient-prod-44,2021-11-04T10:20:00.000Z
1636020900000,119,0,0,0,67.1,0,0,0,0,0,2.79,29.87,29.03,42,66.7,41,0,0,67.1,43.23,66.7,42.2,ambient-prod-44,2021-11-04T10:15:00.000Z
1636020600000,119,0,0,0,67.1,0,0,0,0,0,2.79,29.88,29.03,42,66.6,41,0,0,67.1,43.23,66.6,42.2,ambient-prod-44,2021-11-04T10:10:00.000Z
1636020300000,118,0,0,0,67.1,0,0,0,0,0,2.79,29.87,29.03,42,66.7,41,0,0,67.1,43.23,66.7,42.2,ambient-prod-44,2021-11-04T10:05:00.000Z
1636020000000,118,0,0,0,67.1,0,0,0,0,0,2.79,29.88,29.04,42,66.7,41,0,0,67.1,43.23,66.7,42.2,ambient-prod-44,2021-11-04T10:00:00.000Z
1636019700000,118,0,0,0,67.3,0,0,0,0,0,2.79,29.88,29.03,42,66.7,41,0,0,67.3,43.41,66.7,42.2,ambient-prod-44,2021-11-04T09:55:00.000Z
1636019400000,118,0,0,0,67.3,0,0,0,0,0,2.79,29.88,29.04,42,66.9,41,0,0,67.3,43.41,66.9,42.4,ambient-prod-44,2021-11-04T09:50:00.000Z
1636019100000,119,0,0,0,67.3,0,0,0,0,0,2.79,29.89,29.04,42,66.9,41,0,0,67.3,43.41,66.9,42.4,ambient-prod-44,2021-11-04T09:45:00.000Z
1636018800000,119,0,0,0,67.3,0,0,0,0,0,2.79,29.88,29.03,42,66.7,41,0,0,67.3,43.41,66.7,42.2,ambient-prod-44,2021-11-04T09:40:00.000Z
1636018500000,118,0,0,0,67.5,0,0,0,0,0,2.79,29.88,29.03,41,66.7,40,0,0,67.5,42.97,66.7,41.6,ambient-prod-44,2021-11-04T09:35:00.000Z
1636018200000,118,0,0,0,67.5,0,0,0,0,0,2.79,29.88,29.04,41,66.9,40,0,0,67.5,42.97,66.9,41.8,ambient-prod-44,2021-11-04T09:30:00.000Z
1636017900000,119,0,0,0,67.5,0,0,0,0,0,2.79,29.88,29.04,41,66.9,40,0,0,67.5,42.97,66.9,41.8,ambient-prod-44,2021-11-04T09:25:00.000Z
1636017600000,118,0,0,0,67.5,0,0,0,0,0,2.79,29.88,29.03,41,66.9,40,0,0,67.5,42.97,66.9,41.8,ambient-prod-44,2021-11-04T09:20:00.000Z
1636017300000,119,0,0,0,67.6,0,0,0,0,0,2.79,29.88,29.04,41,67.1,40,0,0,67.6,43.05,67.1,42,ambient-prod-44,2021-11-04T09:15:00.000Z
1636017000000,118,0,0,0,67.6,0,0,0,0,0,2.79,29.88,29.04,41,66.9,40,0,0,67.6,43.05,66.9,41.8,ambient-prod-44,2021-11-04T09:10:00.000Z
1636016700000,119,0,0,0,67.6,0,0,0,0,0,2.79,29.88,29.03,41,67.3,40,0,0,67.6,43.05,67.3,42.1,ambient-prod-44,2021-11-04T09:05:00.000Z
1636016400000,118,0,0,0,67.6,0,0,0,0,0,2.79,29.88,29.03,40,67.1,40,0,0,67.6,42.41,67.1,42,ambient-prod-44,2021-11-04T09:00:00.000Z
1636016100000,119,0,0,0,67.6,0,0,0,0,0,2.79,29.88,29.03,40,67.3,40,0,0,67.6,42.41,67.3,42.1,ambient-prod-44,2021-11-04T08:55:00.000Z
1636015800000,119,0,0,0,67.8,0,0,0,0,0,2.79,29.87,29.03,40,67.5,40,0,0,67.8,42.59,67.5,42.3,ambient-prod-44,2021-11-04T08:50:00.000Z
1636015500000,119,0,0,0,67.8,0,0,0,0,0,2.79,29.88,29.04,40,67.6,40,0,0,67.8,42.59,67.6,42.4,ambient-prod-44,2021-11-04T08:45:00.000Z
1636015200000,119,0,0,0,67.8,0,0,0,0,0,2.79,29.88,29.03,40,67.5,40,0,0,67.8,42.59,67.5,42.3,ambient-prod-44,2021-11-04T08:40:00.000Z
1636014900000,119,0,0,0,67.8,0,0,0,0,0,2.79,29.88,29.03,40,67.3,40,0,0,67.8,42.59,67.3,42.1,ambient-prod-44,2021-11-04T08:35:00.000Z
1636014600000,119,0,0,0,67.8,0,0,0,0,0,2.79,29.87,29.03,40,67.5,40,0,0,67.8,42.59,67.5,42.3,ambient-prod-44,2021-11-04T08:30:00.000Z
1636014300000,119,0,0,0,67.8,0,0,0,0,0,2.79,29.88,29.04,40,67.6,40,0,0,67.8,42.59,67.6,42.4,ambient-prod-44,2021-11-04T08:25:00.000Z
1636014000000,119,0,0,0,67.8,0,0,0,0,0,2.79,29.88,29.03,40,67.6,40,0,0,67.8,42.59,67.6,42.4,ambient-prod-44,2021-11-04T08:20:00.000Z
1636013700000,119,0,0,0,68,0,0,0,0,0,2.79,29.88,29.03,40,67.5,39,0,0,68,42.77,67.5,41.7,ambient-prod-44,2021-11-04T08:15:00.000Z
1636013400000,119,0,0,0,68,0,0,0,0,0,2.79,29.88,29.03,40,67.6,40,0,0,68,42.77,67.6,42.4,ambient-prod-44,2021-11-04T08:10:00.000Z
1636013100000,119,0,0,0,68,0,0,0,0,0,2.79,29.87,29.03,40,67.6,40,0,0,68,42.77,67.6,42.4,ambient-prod-44,2021-11-04T08:05:00.000Z
1636012800000,119,0,0,0,68,0,0,0,0,0,2.79,29.88,29.03,40,67.8,40,0,0,68,42.77,67.8,42.6,ambient-prod-44,2021-11-04T08:00:00.000Z
1636012500000,119,0,0,0,68,0,0,0,0,0,2.79,29.88,29.03,40,67.8,39,0,0,68,42.77,67.8,41.9,ambient-prod-44,2021-11-04T07:55:00.000Z
1636012200000,119,0,0,0,68.2,0,0,0,0,0,2.79,29.88,29.04,40,67.8,39,0,0,66.6,42.95,67.8,41.9,ambient-prod-44,2021-11-04T07:50:00.000Z
1636011900000,119,0,0,0,68.2,0,0,0,0,0,2.79,29.88,29.04,40,67.8,39,0,0,66.6,42.95,67.8,41.9,ambient-prod-44,2021-11-04T07:45:00.000Z
1636011600000,119,0,0,0,68.2,0,0,0,0,0,2.79,29.89,29.05,40,67.8,39,0,0,66.6,42.95,67.8,41.9,ambient-prod-44,2021-11-04T07:40:00.000Z
1636011300000,119,0,0,0,68.2,0,0,0,0,0,2.79,29.88,29.04,40,67.8,39,0,0,66.6,42.95,67.8,41.9,ambient-prod-44,2021-11-04T07:35:00.000Z
1636011000000,119,0,0,0,68.2,0,0,0,0,0,2.79,29.89,29.05,40,68,39,0,0,66.6,42.95,68,42.1,ambient-prod-44,2021-11-04T07:30:00.000Z
1636010700000,119,0,0,0,68.2,0,0,0,0,0,2.79,29.89,29.05,40,67.8,39,0,0,66.6,42.95,67.8,41.9,ambient-prod-44,2021-11-04T07:25:00.000Z
1636010400000,119,0,0,0,68.4,0,0,0,0,0,2.79,29.89,29.05,40,68,39,0,0,66.82,43.13,68,42.1,ambient-prod-44,2021-11-04T07:20:00.000Z
1636010100000,119,0,0,0,68.4,0,0,0,0,0,2.79,29.9,29.06,40,68,39,0,0,66.82,43.13,68,42.1,ambient-prod-44,2021-11-04T07:15:00.000Z
1636009800000,119,0,0,0,68.4,0,0,0,0,0,2.79,29.89,29.05,40,68,39,0,0,66.82,43.13,68,42.1,ambient-prod-44,2021-11-04T07:10:00.000Z
1636009500000,119,0,0,0,68.4,0,0,0,0,0,2.79,29.89,29.04,40,68,39,0,0,66.82,43.13,68,42.1,ambient-prod-44,2021-11-04T07:05:00.000Z
1636009200000,119,0,0,0,68.4,0,0,0,0,0,2.79,29.89,29.05,40,68,39,0,0,66.82,43.13,68,42.1,ambient-prod-44,2021-11-04T07:00:00.000Z
1636008900000,119,0,0,0,68.4,0,0,0,0,0,2.79,29.89,29.05,40,68,39,0,0,66.82,43.13,68,42.1,ambient-prod-44,2021-11-04T06:55:00.000Z
1636008600000,119,0,0,0,68.5,0,0,0,0,0,2.79,29.89,29.05,40,68.4,39,0,0,66.93,43.22,66.8,42.5,ambient-prod-44,2021-11-04T06:50:00.000Z
1636008300000,119,0,0,0,68.5,0,0,0,0,0,2.79,29.89,29.05,40,68.2,39,0,0,66.93,43.22,66.6,42.3,ambient-prod-44,2021-11-04T06:45:00.000Z
1636008000000,119,0,0,0,68.5,0,0,0,0,0,2.79,29.89,29.05,40,68.2,39,0,0,66.93,43.22,66.6,42.3,ambient-prod-44,2021-11-04T06:40:00.000Z
1636007700000,119,0,0,0,68.5,0,0,0,0,0,2.79,29.89,29.05,40,68.2,39,0,0,66.93,43.22,66.6,42.3,ambient-prod-44,2021-11-04T06:35:00.000Z
1636007400000,119,0,0,0,68.5,0,0,0,0,0,2.79,29.9,29.06,40,68.4,39,0,0,66.93,43.22,66.8,42.5,ambient-prod-44,2021-11-04T06:30:00.000Z
1636007100000,119,0,0,0,68.5,0,0,0,0,0,2.79,29.9,29.06,40,68.2,39,0,0,66.93,43.22,66.6,42.3,ambient-prod-44,2021-11-04T06:25:00.000Z
1636006800000,119,0,0,0,68.7,0,0,0,0,0,2.79,29.9,29.06,40,68.2,39,0,0,67.15,43.4,66.6,42.3,ambient-prod-44,2021-11-04T06:20:00.000Z
1636006500000,119,0,0,0,68.7,0,0,0,0,0,2.79,29.9,29.06,40,68.2,39,0,0,67.15,43.4,66.6,42.3,ambient-prod-44,2021-11-04T06:15:00.000Z
1636006200000,119,0,0,0,68.7,0,0,0,0,0,2.79,29.9,29.06,40,68.2,39,0,0,67.15,43.4,66.6,42.3,ambient-prod-44,2021-11-04T06:10:00.000Z
1636005900000,119,0,0,0,68.7,0,0,0,0,0,2.79,29.9,29.06,40,68.5,39,0,0,67.15,43.4,66.9,42.6,ambient-prod-44,2021-11-04T06:05:00.000Z
1636005600000,119,0,0,0,68.7,0,0,0,0,0,2.79,29.91,29.06,40,68.4,39,0,0,67.15,43.4,66.8,42.5,ambient-prod-44,2021-11-04T06:00:00.000Z
1636005300000,119,0,0,0,68.7,0,0,0,0,0,2.79,29.91,29.06,40,68.4,39,0,0,67.15,43.4,66.8,42.5,ambient-prod-44,2021-11-04T05:55:00.000Z
1636005000000,119,0,0,0,68.7,0,0,0,0,0,2.79,29.9,29.06,40,68.4,39,0,0,67.15,43.4,66.8,42.5,ambient-prod-44,2021-11-04T05:50:00.000Z
1636004700000,119,0,0,0,68.9,0,0,0,0,0,2.79,29.91,29.06,40,68.5,39,0,0,67.37,43.57,66.9,42.6,ambient-prod-44,2021-11-04T05:45:00.000Z
1636004400000,119,0,0,0,68.9,0,0,0,0,0,2.79,29.91,29.07,40,68.5,39,0,0,67.37,43.57,66.9,42.6,ambient-prod-44,2021-11-04T05:40:00.000Z
1636004100000,119,0,0,0,68.9,0,0,0,0,0,2.79,29.91,29.07,40,68.5,39,0,0,67.37,43.57,66.9,42.6,ambient-prod-44,2021-11-04T05:35:00.000Z
1636003800000,119,0,0,0,68.9,0,0,0,0,0,2.79,29.91,29.07,40,68.5,39,0,0,67.37,43.57,66.9,42.6,ambient-prod-44,2021-11-04T05:30:00.000Z
1636003500000,119,0,0,0,68.9,0,0,0,0,0,2.79,29.91,29.07,40,68.7,39,0,0,67.37,43.57,67.1,42.7,ambient-prod-44,2021-11-04T05:25:00.000Z
1636003200000,119,0,0,0,69.1,0,0,0,0,0,2.79,29.91,29.07,40,68.7,39,0,0,67.59,43.75,67.1,42.7,ambient-prod-44,2021-11-04T05:20:00.000Z
1636002900000,119,0,0,0,69.1,0,0,0,0,0,2.79,29.92,29.08,40,68.7,39,0,0,67.59,43.75,67.1,42.7,ambient-prod-44,2021-11-04T05:15:00.000Z
1636002600000,119,0,0,0,69.1,0,0,0,0,0,2.79,29.92,29.08,40,68.5,39,0,0,67.59,43.75,66.9,42.6,ambient-prod-44,2021-11-04T05:10:00.000Z
1636002300000,119,0,0,0,69.1,0,0,0,0,0,2.79,29.92,29.08,40,68.7,39,0,0,67.59,43.75,67.1,42.7,ambient-prod-44,2021-11-04T05:05:00.000Z
1636002000000,119,0,0,0,69.1,0,0,0,0,0,2.79,29.92,29.08,40,68.9,39,0,0,67.59,43.75,67.3,42.9,ambient-prod-44,2021-11-04T05:00:00.000Z
1636001700000,119,0,0,0,69.3,0,0,0,0,0,2.79,29.91,29.07,40,68.9,39,0,0,67.81,43.93,67.3,42.9,ambient-prod-44,2021-11-04T04:55:00.000Z
1636001400000,119,0,0,0,69.3,0,0,0,0,0,2.79,29.91,29.07,40,68.9,39,0,0,67.81,43.93,67.3,42.9,ambient-prod-44,2021-11-04T04:50:00.000Z
1636001100000,119,0,0,0,69.3,0,0,0,0,0,2.79,29.92,29.08,40,68.9,39,0,0,67.81,43.93,67.3,42.9,ambient-prod-44,2021-11-04T04:45:00.000Z
1636000800000,119,0,0,0,69.3,0,0,0,0,0,2.79,29.92,29.08,39,68.9,39,0,0,67.76,43.27,67.3,42.9,ambient-prod-44,2021-11-04T04:40:00.000Z
1636000500000,119,0,0,0,69.3,0,0,0,0,0,2.79,29.92,29.08,39,69.1,39,0,0,67.76,43.27,67.5,43.1,ambient-prod-44,2021-11-04T04:35:00.000Z
1636000200000,119,0,0,0,69.4,0,0,0,0,0,2.79,29.92,29.08,39,68.9,39,0,0,67.87,43.36,67.3,42.9,ambient-prod-44,2021-11-04T04:30:00.000Z
1635999900000,119,0,0,0,69.4,0,0,0,0,0,2.79,29.92,29.08,39,69.1,39,0,0,67.87,43.36,67.5,43.1,ambient-prod-44,2021-11-04T04:25:00.000Z
1635999600000,119,0,0,0,69.4,0,0,0,0,0,2.79,29.92,29.08,39,69.1,39,0,0,67.87,43.36,67.5,43.1,ambient-prod-44,2021-11-04T04:20:00.000Z
1635999300000,119,0,0,0,69.4,0,0,0,0,0,2.79,29.93,29.09,39,69.3,39,0,0,67.87,43.36,67.8,43.3,ambient-prod-44,2021-11-04T04:15:00.000Z
1635999000000,119,0,0,0,69.4,0,0,0,0,0,2.79,29.92,29.08,39,69.1,39,0,0,67.87,43.36,67.5,43.1,ambient-prod-44,2021-11-04T04:10:00.000Z
1635998700000,119,0,0,0,69.6,0,0,0,0,0,2.79,29.93,29.08,39,69.3,39,0,0,68.09,43.54,67.8,43.3,ambient-prod-44,2021-11-04T04:05:00.000Z
1635998400000,119,0,0,0,69.6,0,0,0,0,0,2.79,29.93,29.08,39,69.3,39,0,0,68.09,43.54,67.8,43.3,ambient-prod-44,2021-11-04T04:00:00.000Z
1635998100000,119,0,0,0,69.6,0,0,0,0,0,2.79,29.93,29.08,39,69.1,39,0,0,68.09,43.54,67.5,43.1,ambient-prod-44,2021-11-04T03:55:00.000Z
